,date,sp500,cpi,gdp,nasdaq,unrate,usdeur,usdgbp
2203,2022-11-15,3991.72998046875,298.648,26408.405,11904.25,3.6,0.9846699833869934,0.8235200047492981
2204,2022-11-16,3958.7900390625,298.648,26408.405,11739.5,3.6,0.9844800233840942,0.8238400220870972
2205,2022-11-17,3946.56005859375,298.648,26408.405,11710.5,3.6,0.975820004940033,0.8224700093269348
2206,2022-11-18,3965.340087890625,298.648,26408.405,11708.0,3.6,0.9832000136375428,0.8292199969291687
2207,2022-11-21,3949.93994140625,298.648,26408.405,11588.0,3.6,0.98062002658844,0.827489972114563
2208,2022-11-22,4003.580078125,298.648,26408.405,11754.5,3.6,0.979610025882721,0.8282099962234497
2209,2022-11-23,4027.260009765625,298.648,26408.405,11862.75,3.6,0.97079998254776,0.8187999725341797
2210,2022-11-25,4026.1201171875,298.648,26408.405,11782.75,3.6,0.9692999720573424,0.8199300169944763
2211,2022-11-28,3963.93994140625,298.648,26408.405,11616.25,3.6,0.975000023841858,0.8245400190353394
2212,2022-11-29,3957.6298828125,298.648,26408.405,11524.75,3.6,0.984059989452362,0.8294000029563904
2213,2022-11-30,4080.110107421875,298.648,26408.405,12042.25,3.6,0.9832199811935424,0.8265699744224548
2214,2022-12-01,4076.570068359375,298.812,26408.405,12062.75,3.5,0.9822999835014344,0.8302099704742432
2215,2022-12-02,4071.699951171875,298.812,26408.405,12010.25,3.5,0.9910899996757508,0.8380299806594849
2216,2022-12-05,3998.840087890625,298.812,26408.405,11805.75,3.5,0.9964900016784668,0.8461599946022034
2217,2022-12-06,3941.260009765625,298.812,26408.405,11566.0,3.5,1.0060900449752808,0.8498700261116028
2218,2022-12-07,3933.919921875,298.812,26408.405,11509.5,3.5,1.0033199787139893,0.8451099991798401
2219,2022-12-08,3963.510009765625,298.812,26408.405,11645.5,3.5,1.003100037574768,0.8480499982833862
2220,2022-12-09,3934.3798828125,298.812,26408.405,11569.75,3.5,1.002879977226257,0.8457369804382324
2221,2022-12-12,3990.56005859375,298.812,26408.405,11711.75,3.5,1.0061700344085691,0.8550999760627747
2222,2022-12-13,4019.64990234375,298.812,26408.405,11839.75,3.5,0.9986000061035156,0.8530600070953369
2223,2022-12-14,3995.320068359375,298.812,26408.405,11750.75,3.5,0.9975000023841858,0.8576499819755554
2224,2022-12-15,3895.75,298.812,26408.405,11347.25,3.5,0.9961100220680236,0.8621799945831299
2225,2022-12-16,3852.360107421875,298.812,26408.405,11327.0400390625,3.5,1.00478994846344,0.865880012512207
2226,2022-12-19,3817.659912109375,298.812,26408.405,11193.25,3.5,1.0091400146484375,0.8714900016784668
2227,2022-12-20,3821.6201171875,298.812,26408.405,11175.75,3.5,1.0047999620437622,0.8645700216293335
2228,2022-12-21,3878.43994140625,298.812,26408.405,11334.5,3.5,1.0103100538253784,0.8686699867248535
2229,2022-12-22,3822.389892578125,298.812,26408.405,11054.25,3.5,1.0004299879074097,0.8680700063705444
2230,2022-12-23,3844.820068359375,298.812,26408.405,11075.25,3.5,0.9987999796867372,0.8679350018501282
2231,2022-12-27,3829.25,298.812,26408.405,10915.5,3.5,0.9929100275039672,0.8606299757957458
2232,2022-12-28,3783.219970703125,298.812,26408.405,10772.75,3.5,0.987209975719452,0.8554499745368958
2233,2022-12-29,3849.280029296875,298.812,26408.405,11032.75,3.5,1.0017999410629272,0.8690999746322632
2234,2022-12-30,3839.5,298.812,26408.405,11022.25,3.5,1.0016000270843506,0.8661800026893616
2235,2023-01-03,3824.139892578125,300.356,26813.601,10945.5,3.4,1.001170039176941,0.8731600046157837
2236,2023-01-04,3852.969970703125,300.356,26813.601,10999.25,3.4,0.9977700114250184,0.8746500015258789
2237,2023-01-05,3808.10009765625,300.356,26813.601,10820.25,3.4,0.9970499873161316,0.8738800287246704
2238,2023-01-06,3895.080078125,300.356,26813.601,11113.5,3.4,1.0029300451278689,0.8786900043487549
2239,2023-01-09,3892.090087890625,300.356,26813.601,11185.5,3.4,1.0172200202941897,0.8884199857711792
2240,2023-01-10,3919.25,300.356,26813.601,11282.0,3.4,1.01610004901886,0.8877699971199036
2241,2023-01-11,3969.610107421875,300.356,26813.601,11476.5,3.4,1.031999945640564,0.9261500239372252
2242,2023-01-12,3983.169921875,300.356,26813.601,11534.25,3.4,1.0391000509262085,0.9282600283622742
2243,2023-01-13,3999.090087890625,300.356,26813.601,11608.0,3.4,1.042080044746399,0.9321799874305724
2244,2023-01-17,3990.969970703125,300.356,26813.601,11624.5,3.4,1.030060052871704,0.9228500127792358
2245,2023-01-18,3928.860107421875,300.356,26813.601,11475.75,3.4,1.0173399448394775,0.8952999711036682
2246,2023-01-19,3898.85009765625,300.356,26813.601,11356.5,3.4,1.0211700201034546,0.8976200222969055
