,gdp_us,gdp_uk,gdp_jp,gdp_ez,unrate_us,unrate_uk,unrate_jp,unrate_ez,m0_us,m0_jp,m0_ez,ir_us,ir_uk,ir_deposit_ez,ir_lending_ez,ir_MRO_ez,ir_jp
2017-03-17,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-18,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-19,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-20,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-21,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-22,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-23,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-24,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-25,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-26,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-27,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-28,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-29,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-30,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2472615.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-03-31,19280.084,513926.0,547478.8,2760095.8,4.4,4.6,2.9,9.5,3856300.0,4441972,2550937.0,0.79,"0,25",-0.4,0.25,0.0,0.3
2017-04-01,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-02,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-03,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-04,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-05,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-06,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-07,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-08,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-09,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-10,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-11,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-12,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-13,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-14,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-15,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-16,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-17,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-18,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-19,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-20,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-21,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-22,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-23,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-24,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-25,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-26,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-27,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-28,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-29,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-04-30,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.0,9.3,3821700.0,4502341,2550937.0,0.9,"0,25",-0.4,0.25,0.0,0.3
2017-05-01,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-02,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-03,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-04,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-05,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-06,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-07,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-08,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-09,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-10,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-11,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-12,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-13,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-14,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-15,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-16,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-17,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-18,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-19,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-20,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-21,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-22,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-23,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-24,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-25,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-26,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-27,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-28,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-29,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-30,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2550937.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-05-31,19438.643,517565.0,550786.7,2794176.6,4.4,4.5,3.2,9.3,3774400.0,4537812,2749424.0,0.91,"0,25",-0.4,0.25,0.0,0.3
2017-06-01,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-02,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-03,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-04,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-05,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-06,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-07,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-08,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-09,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-10,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-11,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-12,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-13,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-14,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-15,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-16,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-17,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-18,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-19,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-20,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-21,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-22,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-23,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-24,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-25,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-26,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-27,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-28,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-29,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2749424.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-06-30,19438.643,517565.0,550786.7,2794176.6,4.3,4.4,2.9,9.1,3762800.0,4564490,2898485.0,1.04,"0,25",-0.4,0.25,0.0,0.3
2017-07-01,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-02,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-03,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-04,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-05,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-06,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-07,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-08,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-09,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-10,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-11,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-12,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-13,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-14,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-15,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-16,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-17,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-18,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-19,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-20,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-21,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-22,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-23,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-24,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-25,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-26,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-27,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-28,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-29,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-30,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2898485.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-07-31,19692.595,521219.0,557047.4,2821251.7,4.3,4.4,3.0,9.1,3795400.0,4583608,2900841.0,1.15,"0,25",-0.4,0.25,0.0,0.3
2017-08-01,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-02,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-03,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-04,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-05,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-06,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-07,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-08,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-09,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-10,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-11,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-12,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-13,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-14,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-15,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-16,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-17,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-18,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-19,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-20,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-21,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-22,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-23,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
2017-08-24,19692.595,521219.0,557047.4,2821251.7,4.4,4.3,2.9,9.0,3910000.0,4657558,2900841.0,1.16,"0,25",-0.4,0.25,0.0,0.3
